PRODUCT_ID_MASTER,PRODUCT_NAME_MASTER,UNIT_PRICE_MASTER,TRANSACTION_ID,TRANSACTION_DATE,PRODUCT_NAME,QUANTITY,UNIT_PRICE,TOTAL_PRICE,SIMILARITY
P001,スノーテック CRYSTALVIEW KJ-55X9500G,150000,E000001,2025-01-01,スノーテック  CRYSTALVIEW  KJ-55X9500G＜半額セール＞,2,150000,300000,0.9934140473
P002,フジヤマ電機 VISIONMAX TH-55FX700M,120000,E000002,2025-02-02,フジヤマ電機 VISIONMAX TH55FX700M[期間限定],3,120000,360000,0.9583717797
P003,サクラ電器 CLEARSCREEN 4T KJ-55X7000,110000,E000003,2025-03-03,サクラ電器 CLEARSCREEN 4T KJ-55X7000（ネット）【期間限定】,4,110000,440000,0.9810262036
P004,ゆきだるま食品 カップめん,200,E000004,2025-04-04,ゆきだるま食品 カップめん（期間限定）,5,200,1000,0.9767740392
P005,サファイア飲料 ゴールドビール,400,E000005,2025-05-05,サファイア飲料  ゴールドビール（期間限定）,1,400,400,0.9863294324
P006,ブルーウェーブ パワフル洗剤,800,E000006,2025-06-06,パワフル洗剤[期間限定],2,800,1600,0.9999993806
P007,シンプルウェア ウォームインナーシャツ,1500,E000007,2025-07-07,シンプルウェア ウォームインナーシャツ（ﾈッﾄ）[期間限定],3,1500,4500,0.9898247577
P008,ナチュラルスタイル オーガニックコットンシャツ,2500,E000008,2025-08-08,ナチュラルスタイル オーガニックコットンシャツ[期間限定],4,2500,10000,0.9939742864
P052,ナチュラルスタイル リネンシャツ,2800,E000008,2025-08-08,ナチュラルスタイル オーガニックコットンシャツ[期間限定],4,2500,10000,0.9249609959
P009,スカイライン文具 イレーサブルペン,100,E000009,2025-09-09,スカイライン文具  イレーサブルペン［半額セール］,5,100,500,0.9749221461
P062,スカイライン文具 イレーサブルペン,130,E000009,2025-09-09,スカイライン文具  イレーサブルペン［半額セール］,5,100,500,0.9595877156
P010,ワンダートイ ロボットフィギュア,3000,E000010,2025-10-10,ワンダートイ ロボットフィギュア[期間限定],1,3000,3000,0.9842984305
P073,ワンダートイ ヒーローフィギュア,3000,E000010,2025-10-10,ワンダートイ ロボットフィギュア[期間限定],1,3000,3000,0.9230375525
P011,アオゾラ電機 BRIGHTVIEW 43S32,70000,E000011,2025-11-11,アオゾラ電機 BRIGHTVIEW ４３Ｓ３２（ネット）＜半額セール＞,2,70000,140000,0.9921915521
P012,サンシャイン製菓 ミルクチョコ,150,E000012,2025-12-12,ミルクチョコ［半額セール］,3,150,450,0.9999991194
P039,ドリーム製菓 プレミアムチョコ,180,E000012,2025-12-12,ミルクチョコ［半額セール］,3,150,450,0.9080597368
P013,フレッシュケア ソフティーナ,500,E000013,2025-01-13,フレッシュケア  ソフティーナ【半額セール】,4,500,2000,0.9764549918
P014,ヤマトエアコン MSZ-GV3519,90000,E000014,2025-02-14,ヤマトｴｱｺﾝ MSZGV3519＜期間限定＞,5,90000,450000,0.9755639421
P015,ハッピースイーツ チョコパイ,300,E000015,2025-03-15,ハッピースイーツ チョコパイ（ネット）【期間限定】,1,300,300,0.9740228018
P016,ミライ電機 4Kスマートテレビ,80000,E000016,2025-04-16,ミライ電機 4Kスマートテレビ[期間限定],2,80000,160000,0.9974796223
P017,フジヤマ電機 4Kプロジェクター,130000,E000017,2025-05-17,フジヤマ電機  4Kプロジェクター[期間限定],3,130000,390000,0.9955548759
P018,サクラ電器 加湿器 HX-50,15000,E000018,2025-06-18,加湿器 HX50[半額セール],4,15000,60000,0.9917082851
P019,スノーテック ワイヤレスヘッドホン WH-1000XM4,90000,E000019,2025-07-19,スノーテック ワイヤレスヘッドホン WH-1000XM4（ネット）＜期間限定＞,5,90000,450000,0.996627505
P020,フジヤマ電機 掃除機 MC-CL883,75000,E000020,2025-08-20,フジヤマ電機 掃除機 mc-cl883＜半額セール＞,1,75000,75000,0.9941297148
P021,アオゾラ電機 ノンフロン冷蔵庫,85000,E000021,2025-09-21,アオゾラ電機  ﾉﾝﾌﾛﾝ冷蔵庫（半額セール）,2,85000,170000,0.9913735708
P022,ミライ電機 ドラム式洗濯機,100000,E000022,2025-10-22,ミライ電機 ドラム式洗濯機【期間限定】,3,100000,300000,0.9877143006
P023,フジヤマ電機 エアコン CS-XE,95000,E000023,2025-11-23,フジヤマ電機 エアコン CS-XE（ネット）【半額セール】,4,95000,380000,0.9903691028
P024,スノーテック デジタルカメラ α7 III,200000,E000024,2025-12-24,デジタルカメラ α7 III[半額セール],5,200000,1000000,0.9788087406
P092,スノーテック デジタル一眼レフ α7R IV,250000,E000024,2025-12-24,デジタルカメラ α7 III[半額セール],5,200000,1000000,0.9101510082
P025,プリズム光学 EOS R6,230000,E000025,2025-01-25,プリズム光学  eos  r6【半額セール】,1,230000,230000,0.9563683821
P026,デジタルスカイ ノートパソコン FMV,80000,E000026,2025-02-26,デジタルスカイ ノートパソコン FMV[半額セール],2,80000,160000,0.9840408313
P027,テクノスフィア ValueBook,85000,E000027,2025-03-27,テクノスフィア ValueBook（ネット）【期間限定】,3,85000,255000,0.9497668503
P028,クリスタルビジョン OM-D E-M10,120000,E000028,2025-04-28,クリスタルビジョン OM-D E-M10【半額セール】,4,120000,480000,0.9601044753
P029,プリズム光学 PIXMA iX6820,25000,E000029,2025-05-01,プリズム光学  PIXMA  iX6820【期間限定】,5,25000,125000,0.959245821
P030,プリントマスター エコタンク ET-2750,35000,E000030,2025-06-02,エコタンク et2750（半額セール）,1,35000,35000,0.9882925564
P031,オフィスプロ IM C200,40000,E000031,2025-07-03,オフィスプロ IM C200（ネット）（半額セール）,2,40000,80000,0.9524252188
P032,テクノセラミック DS-300,45000,E000032,2025-08-04,テクノセラミック DS-300＜期間限定＞,3,45000,135000,0.9902308427
P033,ゆきだるま食品 一杯きつねうどん,220,E000033,2025-09-05,ゆきだるま食品  一杯きつねうどん＜半額セール＞,4,220,880,0.9689082116
P034,クリアウォーター ゴールドプレミアム,500,E000034,2025-10-06,クリアウォーター ゴールドプレミアム[閉店セール],5,500,2500,0.9748863657
P035,ヘルシー乳業 ヘルス1000,250,E000035,2025-11-07,ヘルシー乳業 ヘルス1000（ﾈッﾄ）［期間限定］,1,250,250,0.9835514524
P036,ホームキッチン カレールウ,300,E000036,2025-12-08,カレールウ＜半額セール＞,2,300,600,0.9999989613
P037,まるまる食品 こだわり麺,250,E000037,2025-01-09,まるまる食品  こだわり麺[期間限定],3,250,750,0.9786929003
P038,スマイル製菓 スティックチョコ,150,E000038,2025-02-10,スマイル製菓 スティックチョコ［半額セール］,4,150,600,0.9431192852
P039,ドリーム製菓 プレミアムチョコ,180,E000039,2025-03-11,ドリーム製菓 プレミアムチョコ（ネット）［半額セール］,5,180,900,0.9715188304
P040,クラシック食品 北国ラーメン,210,E000040,2025-04-12,クラシック食品 北国ラーメン［半額セール］,1,210,210,0.9784041803
P041,フレッシュベジ トマトジュース,180,E000041,2025-05-13,フレッシュベジ  トマトジュース［半額セール］,2,180,360,0.9126875943
P042,ソフトケア やさしいケア,350,E000042,2025-06-14,やさしいケア[閉店セール],3,350,1050,0.9999990893
P043,クリーンライフ クリーンウォッシュ洗剤,800,E000043,2025-07-15,クリーンライフ クリーンウォッシュ洗剤（ネット）＜半額セール＞,4,800,3200,0.9910396588
P044,ビューティーラボ フローラルシャンプー,1200,E000044,2025-08-16,ビューティーラボ フローラルシャンプー【半額セール】,5,1200,6000,0.9974042833
P045,ヘルスケアプラス リリーフシップ,400,E000045,2025-09-17,ヘルスケアプラス  リリーフシップ＜半額セール＞,1,400,400,0.98541988
P046,ケアファーム クールケア,500,E000046,2025-10-18,ケアファーム クールケア［期間限定］,2,500,1000,0.9881892887
P047,コスメラボ ハンドクリーム,700,E000047,2025-11-19,コスメラボ ハンドクリーム（ネット）［半額セール］,3,700,2100,0.9832328928
P048,ブルーウェーブ やさしいケア 洗濯柔軟剤,300,E000048,2025-12-20,やさしいケア 洗濯柔軟剤【半額セール】,4,300,1200,0.9866505805
P049,シンプルウェア ジーンズ,3000,E000049,2025-01-21,シンプルウェア  ジｰﾝズ[閉店セール],5,3000,15000,0.970491369
P050,ナチュラルスタイル ウールブレンドコート,5000,E000050,2025-02-22,ナチュラルスタイル ウールブレンドコート［半額セール］,1,5000,5000,0.9911705353
P051,シンプルウェア スウェットパーカー,2500,E000051,2025-03-23,シンプルウェア スウェットパーカー（ネット）[半額セール],2,2500,5000,0.9541379051
P008,ナチュラルスタイル オーガニックコットンシャツ,2500,E000052,2025-04-24,ナチュラルスタイル リネンシャツ[期間限定],3,2800,8400,0.9213284669
P052,ナチュラルスタイル リネンシャツ,2800,E000052,2025-04-24,ナチュラルスタイル リネンシャツ[期間限定],3,2800,8400,0.9918182542
P053,シンプルウェア ストレッチジャケット,3500,E000053,2025-05-25,シンプルウェア  ストレッチジャケット【期間限定】,4,3500,14000,0.9826209999
P054,ベーシックウェア Tシャツ,1200,E000054,2025-06-26,Tシャツ【半額セール】,5,1200,6000,0.99999936
P055,ナチュラルスタイル シンプルワンピース,4000,E000055,2025-07-27,ナチュラルスタイル シンプルワンピース（ネット）[期間限定],1,4000,4000,0.991487816
P056,スカイライン文具 G2ジェルペン,150,E000056,2025-08-28,スカイライン文具 G2 ジェﾙペﾝ[期間限定],2,150,300,0.9865971547
P057,ダイヤモンド文具 プロペンシル,120,E000057,2025-09-01,ダイヤモンド文具  プロペンシル[期間限定],3,120,360,0.9812758883
P058,オフィスワーク スタディノート,200,E000058,2025-10-02,オフィスワーク スタディノート[期間限定],4,200,800,0.9819036808
P059,カラーライン ハイライター,180,E000059,2025-11-03,カラーライン ハイライター（ネット）[閉店セール],5,180,900,0.967998625
P060,グリーンペンシル クリア消しゴム,100,E000060,2025-12-04,クリア消しゴム（期間限定）,1,100,100,0.9999988515
P061,ペンマスター スムースジェル,180,E000061,2025-01-05,ペンマスター  スムースジェル［期間限定］,2,180,360,0.9214038924
P009,スカイライン文具 イレーサブルペン,100,E000062,2025-02-06,スカイライン文具 イレーサブルペン（期間限定）,3,130,390,0.9595169385
P062,スカイライン文具 イレーサブルペン,130,E000062,2025-02-06,スカイライン文具 イレーサブルペン（期間限定）,3,130,390,0.9770873042
P063,ペンマスター シャープペンシル,160,E000063,2025-03-07,ペンマスター シャープペンシル（ﾈッﾄ）＜期間限定＞,4,160,640,0.9785797448
P064,アート文具 ボールペン,150,E000064,2025-04-08,アート文具 ボールペン［半額セール］,5,150,750,0.980173214
P065,オフィスプラス カラーペンセット,250,E000065,2025-05-09,オフィスプラス  カラーペンセット【期間限定】,1,250,250,0.9862540047
P066,ワンダートイ トレインレール,2800,E000066,2025-06-10,トレインレール［期間限定］,2,2800,5600,0.9999993119
P067,ファンタジートイ デジペット,1200,E000067,2025-07-11,ファンタジートイ デジペット（ネット）（期間限定）,3,1200,3600,0.9836903621
P068,ファンタジートイ マスクヒーローフィギュア,3200,E000068,2025-08-12,ファンタジートイ マスクヒーローフィギュア【閉店セール】,4,3200,12800,0.9931159865
P072,ファンタジートイ メカロボットフィギュア,4000,E000068,2025-08-12,ファンタジートイ マスクヒーローフィギュア【閉店セール】,4,3200,12800,0.9423510718
P069,ワンダートイ ミニカー,1500,E000069,2025-09-13,ワンダートイ  ミニカー［半額セール］,5,1500,7500,0.9461118538
P070,ファンタジートイ チェンジロボ,3500,E000070,2025-10-14,ファンタジートイ チェンジロボ【閉店セール】,1,3500,3500,0.9774979134
P071,ファンタジートイ モンスターカード,500,E000071,2025-11-15,ファンタジートイ モンスターカード（ネット）＜期間限定＞,2,500,1000,0.983448578
P010,ワンダートイ ロボットフィギュア,3000,E000072,2025-12-16,メカロボットフィギュア［期間限定］,3,4000,12000,0.902746524
P068,ファンタジートイ マスクヒーローフィギュア,3200,E000072,2025-12-16,メカロボットフィギュア［期間限定］,3,4000,12000,0.9266857593
P072,ファンタジートイ メカロボットフィギュア,4000,E000072,2025-12-16,メカロボットフィギュア［期間限定］,3,4000,12000,0.9999991526
P073,ワンダートイ ヒーローフィギュア,3000,E000072,2025-12-16,メカロボットフィギュア［期間限定］,3,4000,12000,0.9005973413
P010,ワンダートイ ロボットフィギュア,3000,E000073,2025-01-17,ワンダートイ  ヒーローフィギュア＜半額セール＞,4,3000,12000,0.9223826287
P073,ワンダートイ ヒーローフィギュア,3000,E000073,2025-01-17,ワンダートイ  ヒーローフィギュア＜半額セール＞,4,3000,12000,0.989710056
P074,ファンタジートイ ミニレーサー,2000,E000074,2025-02-18,ファンタジートイ ミニレーサー［半額セール］,5,2000,10000,0.9899069478
P075,スノーテック ワイヤレススピーカー SRS-XB12,8000,E000075,2025-03-19,スノーテック ワイヤレススピーカー srs-xb12（ネット）【期間限定】,1,8000,8000,0.9954123634
P076,フジヤマ電機 ポータブルスピーカー,6000,E000076,2025-04-20,フジヤマ電機 ポータブルスピーカー【閉店セール】,2,6000,12000,0.9879899926
P077,サクラ電器 スマートウォッチ,18000,E000077,2025-05-21,サクラ電器  ｽﾏｰﾄｳォッﾁ（半額セール）,3,18000,54000,0.9759471354
P078,ミライ電機 デジタルサイネージ,95000,E000078,2025-06-22,デジタルサイネージ＜期間限定＞,4,95000,380000,0.9999992618
P079,フジヤマ電機 電子レンジ,15000,E000079,2025-07-23,フジヤマ電機 電子レンジ（ネット）【半額セール】,5,15000,75000,0.9836203381
P080,スノーテック ブルーレイプレーヤー,12000,E000080,2025-08-24,スノーテック ブルーレイプレーヤー【閉店セール】,1,12000,12000,0.993612379
P081,グローバルビジョン LED55PRO,180000,E000081,2025-09-25,グローバルビジョン  LED55PRO（半額セール）,2,180000,360000,0.9513488938
P082,アオゾラ電機 LEDテレビ 55型,70000,E000082,2025-10-26,アオゾラ電機 LEDテレビ 55型（半額セール）,3,70000,210000,0.9937775628
P083,フジヤマ電機 冷蔵庫 NR-F603M,90000,E000083,2025-11-27,フジヤマ電機 冷蔵庫 NR-F603M（ネット）［半額セール］,4,90000,360000,0.9947883129
P084,サクラ電器 空気清浄機,22000,E000084,2025-12-28,空気清浄機［期間限定］,5,22000,110000,0.9999991008
P085,ミライ電機 炊飯器 RZ-Mシリーズ,30000,E000085,2025-01-01,ミライ電機  炊飯器  rz-mシリーズ【閉店セール】,1,30000,30000,0.9927998574
P086,ヤマト IHクッキングヒーター,45000,E000086,2025-02-02,ヤマト IHクッキングヒーター【半額セール】,2,45000,90000,0.9955155346
P087,スノーテック ゲーム機 GAMESTATION5,50000,E000087,2025-03-03,スノーテック ゲーム機 GAMESTATION5（ネット）【半額セール】,3,50000,150000,0.9725608617
P088,ゲームワールド ポータブルゲーム,40000,E000088,2025-04-04,ゲームワールド ポータブルゲーム（期間限定）,4,40000,160000,0.9953291872
P089,グローバルゲーム ゲームボックスX,55000,E000089,2025-05-05,グローバルゲーム  ゲームボックスX【半額セール】,5,55000,275000,0.9521074603
P090,フジヤマ電機 ビエラ ブルーレイレコーダー,35000,E000090,2025-06-06,ビエラ ブルーレイレコーダー[期間限定],1,35000,35000,0.9867806212
P091,サクラ電器 スマートフォン CLEARSCREEN R6,70000,E000091,2025-07-07,サクラ電器 ｽﾏｰﾄﾌォﾝ CLEARSCREEN R6（ﾈッﾄ）【期間限定】,2,70000,140000,0.9558838993
P024,スノーテック デジタルカメラ α7 III,200000,E000092,2025-08-08,スノーテック デジタル一眼レフ α7R IV【閉店セール】,3,250000,750000,0.9190578637
P092,スノーテック デジタル一眼レフ α7R IV,250000,E000092,2025-08-08,スノーテック デジタル一眼レフ α7R IV【閉店セール】,3,250000,750000,0.9568589646
P025,プリズム光学 EOS R6,230000,E000093,2025-09-09,プリズム光学  EOS  90D[半額セール],4,150000,600000,0.9026419048
P093,プリズム光学 EOS 90D,150000,E000093,2025-09-09,プリズム光学  EOS  90D[半額セール],4,150000,600000,0.9794879367
P094,レンズマスター X-T4,170000,E000094,2025-10-10,レンズマスター XT4【半額セール】,5,170000,850000,0.9665248792
P095,クリスタルビジョン PEN-F,140000,E000095,2025-11-11,クリスタルビジョン pen-f（ネット）［半額セール］,1,140000,140000,0.9935490707
P096,ビジョンプロ Z6 II,200000,E000096,2025-12-12,Z6 II【期間限定】,2,200000,400000,0.974299936
P097,プリズム光学 imagePROGRAF PRO-1000,300000,E000097,2025-01-13,プリズム光学  imagePROGRAF  PRO-1000＜期間限定＞,3,300000,900000,0.9815471733
P098,プリントマスター スキャナー Perfection V39,25000,E000098,2025-02-14,プリントマスター ｽｷャﾅｰ Perfection V39＜半額セール＞,4,25000,100000,0.9804272066
P099,オフィスプロ MP C4504,80000,E000099,2025-03-15,オフィスプロ ＭＰ Ｃ４５０４（ネット）［半額セール］,5,80000,400000,0.9662052667
P100,テクノセラミック TASKalfa 2552ci,250000,E000100,2025-04-16,テクノセラミック taskalfa 2552ci＜半額セール＞,1,250000,250000,0.9748156551
P001,スノーテック CRYSTALVIEW KJ-55X9500G,150000,E000101,2025-05-17,スノーテック  CRYSTALVIEW  KJ-55X9500G[半額セール],2,150000,300000,0.9934140473
P002,フジヤマ電機 VISIONMAX TH-55FX700M,120000,E000102,2025-06-18,VISIONMAX TH55FX700M（半額セール）,3,120000,360000,0.9282537937
P003,サクラ電器 CLEARSCREEN 4T KJ-55X7000,110000,E000103,2025-07-19,サクラ電器 CLEARSCREEN 4T KJ-55X7000（ネット）［半額セール］,4,110000,440000,0.9810262036
P004,ゆきだるま食品 カップめん,200,E000104,2025-08-20,ゆきだるま食品 カップめん＜半額セール＞,5,200,1000,0.9767740392
P005,サファイア飲料 ゴールドビール,400,E000105,2025-09-21,サファイア飲料  ゴールドビール[半額セール],1,400,400,0.9863294324
P006,ブルーウェーブ パワフル洗剤,800,E000106,2025-10-22,ブルーウェーブ パワフル洗剤【期間限定】,2,800,1600,0.9846276798
P007,シンプルウェア ウォームインナーシャツ,1500,E000107,2025-11-23,シンプルウェア ウォームインナーシャツ（ネット）【半額セール】,3,1500,4500,0.9898247577
P008,ナチュラルスタイル オーガニックコットンシャツ,2500,E000108,2025-12-24,オーガニックコットンシャツ＜期間限定＞,4,2500,10000,0.9999995025
P009,スカイライン文具 イレーサブルペン,100,E000109,2025-01-25,スカイライン文具  イレーサブルペン［期間限定］,5,100,500,0.9749221461
P062,スカイライン文具 イレーサブルペン,130,E000109,2025-01-25,スカイライン文具  イレーサブルペン［期間限定］,5,100,500,0.9595877156
P010,ワンダートイ ロボットフィギュア,3000,E000110,2025-02-26,ワンダートイ ロボットフィギュア［期間限定］,1,3000,3000,0.9842984305
P073,ワンダートイ ヒーローフィギュア,3000,E000110,2025-02-26,ワンダートイ ロボットフィギュア［期間限定］,1,3000,3000,0.9230375525
P011,アオゾラ電機 BRIGHTVIEW 43S32,70000,E000111,2025-03-27,アオゾラ電機 BRIGHTVIEW 43S32（ネット）（半額セール）,2,70000,140000,0.9921915521
P012,サンシャイン製菓 ミルクチョコ,150,E000112,2025-04-28,サンシャイン製菓 ミルクチョコ［半額セール］,3,150,450,0.9755737793
P013,フレッシュケア ソフティーナ,500,E000113,2025-05-01,フレッシュケア  ソフティーナ［期間限定］,4,500,2000,0.9764549918
P014,ヤマトエアコン MSZ-GV3519,90000,E000114,2025-06-02,MSZGV3519（期間限定）,5,90000,450000,0.9129672452
P015,ハッピースイーツ チョコパイ,300,E000115,2025-07-03,ハッピースイーツ チョコパイ（ネット）＜半額セール＞,1,300,300,0.9740228018
P016,ミライ電機 4Kスマートテレビ,80000,E000116,2025-08-04,ミライ電機 4Kスマートテレビ＜半額セール＞,2,80000,160000,0.9974796223
P017,フジヤマ電機 4Kプロジェクター,130000,E000117,2025-09-05,フジヤマ電機  4Kプロジェクター【閉店セール】,3,130000,390000,0.9955548759
P018,サクラ電器 加湿器 HX-50,15000,E000118,2025-10-06,サクラ電器 加湿器 HX50[半額セール],4,15000,60000,0.9882980133
P019,スノーテック ワイヤレスヘッドホン WH-1000XM4,90000,E000119,2025-11-07,スノーテック ﾜｲﾔﾚｽﾍッドﾎﾝ WH-1000XM4（ﾈッﾄ）［半額セール］,5,90000,450000,0.996627505
P020,フジヤマ電機 掃除機 MC-CL883,75000,E000120,2025-12-08,掃除機 mc-cl883[閉店セール],1,75000,75000,0.9961096739
P021,アオゾラ電機 ノンフロン冷蔵庫,85000,E000121,2025-01-09,アオゾラ電機  ノンフロン冷蔵庫【半額セール】,2,85000,170000,0.9913735708
P022,ミライ電機 ドラム式洗濯機,100000,E000122,2025-02-10,ミライ電機 ドラム式洗濯機［半額セール］,3,100000,300000,0.9877143006
P023,フジヤマ電機 エアコン CS-XE,95000,E000123,2025-03-11,フジヤマ電機 エアコン CS-XE（ネット）[閉店セール],4,95000,380000,0.9903691028
P024,スノーテック デジタルカメラ α7 III,200000,E000124,2025-04-12,スノーテック デジタルカメラ α7 III＜期間限定＞,5,200000,1000000,0.9805217606
P092,スノーテック デジタル一眼レフ α7R IV,250000,E000124,2025-04-12,スノーテック デジタルカメラ α7 III＜期間限定＞,5,200000,1000000,0.9189457243
P025,プリズム光学 EOS R6,230000,E000125,2025-05-13,プリズム光学  eos  r6[閉店セール],1,230000,230000,0.9563683821
P026,デジタルスカイ ノートパソコン FMV,80000,E000126,2025-06-14,ﾉｰﾄパｿｺﾝ FMV[期間限定],2,80000,160000,0.9910373898
P027,テクノスフィア ValueBook,85000,E000127,2025-07-15,テクノスフィア ValueBook（ネット）［半額セール］,3,85000,255000,0.9497668503
P028,クリスタルビジョン OM-D E-M10,120000,E000128,2025-08-16,クリスタルビジョン OM-D E-M10【半額セール】,4,120000,480000,0.9601044753
P029,プリズム光学 PIXMA iX6820,25000,E000129,2025-09-17,プリズム光学  PIXMA  iX6820[閉店セール],5,25000,125000,0.9592148683
P030,プリントマスター エコタンク ET-2750,35000,E000130,2025-10-18,プリントマスター エコタンク et2750【半額セール】,1,35000,35000,0.9888631805
P031,オフィスプロ IM C200,40000,E000131,2025-11-19,オフィスプロ IM C200（ネット）[半額セール],2,40000,80000,0.9524450231
P032,テクノセラミック DS-300,45000,E000132,2025-12-20,ＤＳ－３００（半額セール）,3,45000,135000,1
