PRODUCT_ID_MASTER,PRODUCT_NAME_MASTER,UNIT_PRICE_MASTER,TRANSACTION_ID,TRANSACTION_DATE,PRODUCT_NAME,QUANTITY,UNIT_PRICE,TOTAL_PRICE,SIMILARITY
P033,ゆきだるま食品 一杯きつねうどん,220,E000133,2025-01-21,ゆきだるま食品  一杯きつねうどん[半額セール],4,220,880,0.9689082116
P034,クリアウォーター ゴールドプレミアム,500,E000134,2025-02-22,クリアウォーター ゴールドプレミアム[期間限定],5,500,2500,0.9748863657
P035,ヘルシー乳業 ヘルス1000,250,E000135,2025-03-23,ヘルシー乳業 ヘルス1000（ネット）＜期間限定＞,1,250,250,0.9835514524
P036,ホームキッチン カレールウ,300,E000136,2025-04-24,ホームキッチン カレールウ［半額セール］,2,300,600,0.9874982923
P037,まるまる食品 こだわり麺,250,E000137,2025-05-25,まるまる食品  こだわり麺＜半額セール＞,3,250,750,0.9786929003
P038,スマイル製菓 スティックチョコ,150,E000138,2025-06-26,スティックチョコ[半額セール],4,150,600,0.9999990012
P039,ドリーム製菓 プレミアムチョコ,180,E000139,2025-07-27,ドリーム製菓 プレミアムチョコ（ネット）（期間限定）,5,180,900,0.9715188304
P040,クラシック食品 北国ラーメン,210,E000140,2025-08-28,クラシック食品 北国ラーメン【期間限定】,1,210,210,0.9784041803
P041,フレッシュベジ トマトジュース,180,E000141,2025-09-01,フレッシュベジ  トマトジュース（期間限定）,2,180,360,0.9126875943
P042,ソフトケア やさしいケア,350,E000142,2025-10-02,ソフトケア やさしいケア[閉店セール],3,350,1050,0.9490593274
P043,クリーンライフ クリーンウォッシュ洗剤,800,E000143,2025-11-03,クリーンライフ クリーンウォッシュ洗剤（ネット）【閉店セール】,4,800,3200,0.9910396588
P044,ビューティーラボ フローラルシャンプー,1200,E000144,2025-12-04,フローラルシャンプー（半額セール）,5,1200,6000,0.9999993024
P045,ヘルスケアプラス リリーフシップ,400,E000145,2025-01-05,ヘルスケアプラス  リリーフシップ[閉店セール],1,400,400,0.98541988
P046,ケアファーム クールケア,500,E000146,2025-02-06,ケアファーム クールケア【閉店セール】,2,500,1000,0.9881892887
P047,コスメラボ ハンドクリーム,700,E000147,2025-03-07,コスメラボ ﾊﾝドｸﾘｰﾑ（ﾈッﾄ）[期間限定],3,700,2100,0.9832328928
P006,ブルーウェーブ パワフル洗剤,800,E000148,2025-04-08,ブルーウェーブ やさしいケア 洗濯柔軟剤[期間限定],4,300,1200,0.9109261034
P048,ブルーウェーブ やさしいケア 洗濯柔軟剤,300,E000148,2025-04-08,ブルーウェーブ やさしいケア 洗濯柔軟剤[期間限定],4,300,1200,0.9750812985
P049,シンプルウェア ジーンズ,3000,E000149,2025-05-09,シンプルウェア  ジーンズ（半額セール）,5,3000,15000,0.970491369
P050,ナチュラルスタイル ウールブレンドコート,5000,E000150,2025-06-10,ウールブレンドコート【半額セール】,1,5000,5000,0.9999989123
P051,シンプルウェア スウェットパーカー,2500,E000151,2025-07-11,シンプルウェア スウェットパーカー（ネット）［期間限定］,2,2500,5000,0.9541379051
P008,ナチュラルスタイル オーガニックコットンシャツ,2500,E000152,2025-08-12,ナチュラルスタイル リネンシャツ[半額セール],3,2800,8400,0.9213284669
P052,ナチュラルスタイル リネンシャツ,2800,E000152,2025-08-12,ナチュラルスタイル リネンシャツ[半額セール],3,2800,8400,0.9918182542
P053,シンプルウェア ストレッチジャケット,3500,E000153,2025-09-13,シンプルウェア  ストレッチジャケット［半額セール］,4,3500,14000,0.9826209999
P054,ベーシックウェア Tシャツ,1200,E000154,2025-10-14,ベーシックウェア Ｔｼャﾂ（期間限定）,5,1200,6000,0.9361308506
P055,ナチュラルスタイル シンプルワンピース,4000,E000155,2025-11-15,ナチュラルスタイル シンプルワンピース（ネット）［期間限定］,1,4000,4000,0.991487816
P056,スカイライン文具 G2ジェルペン,150,E000156,2025-12-16,G2ジェルペン［半額セール］,2,150,300,0.9701303292
P057,ダイヤモンド文具 プロペンシル,120,E000157,2025-01-17,ダイヤモンド文具  プロペンシル【半額セール】,3,120,360,0.9812758883
P058,オフィスワーク スタディノート,200,E000158,2025-02-18,オフィスワーク スタディノート【半額セール】,4,200,800,0.9819036808
P059,カラーライン ハイライター,180,E000159,2025-03-19,カラーライン ハイライター（ネット）[閉店セール],5,180,900,0.967998625
P060,グリーンペンシル クリア消しゴム,100,E000160,2025-04-20,グリーンペンシル クリア消しゴム（半額セール）,1,100,100,0.9768622432
P061,ペンマスター スムースジェル,180,E000161,2025-05-21,ペンマスター  スムースジェル（半額セール）,2,180,360,0.9215514101
P009,スカイライン文具 イレーサブルペン,100,E000162,2025-06-22,イレーサブルペン（半額セール）,3,130,390,0.9690742093
P062,スカイライン文具 イレーサブルペン,130,E000162,2025-06-22,イレーサブルペン（半額セール）,3,130,390,0.99999904
P063,ペンマスター シャープペンシル,160,E000163,2025-07-23,ペンマスター シャープペンシル（ネット）【半額セール】,4,160,640,0.9785904557
P064,アート文具 ボールペン,150,E000164,2025-08-24,アート文具 ボールペン[閉店セール],5,150,750,0.9802074394
P065,オフィスプラス カラーペンセット,250,E000165,2025-09-25,オフィスプラス  カラーペンセット【閉店セール】,1,250,250,0.9862562053
P066,ワンダートイ トレインレール,2800,E000166,2025-10-26,ワンダートイ トレインレール【半額セール】,2,2800,5600,0.9712520288
P067,ファンタジートイ デジペット,1200,E000167,2025-11-27,ファンタジートイ デジペット（ネット）[半額セール],3,1200,3600,0.9836845197
P068,ファンタジートイ マスクヒーローフィギュア,3200,E000168,2025-12-28,マスクヒーローフィギュア＜期間限定＞,4,3200,12800,0.9999991172
P072,ファンタジートイ メカロボットフィギュア,4000,E000168,2025-12-28,マスクヒーローフィギュア＜期間限定＞,4,3200,12800,0.9267697207
P069,ワンダートイ ミニカー,1500,E000169,2025-01-01,ワンダートイ  ミニカー（半額セール）,5,1500,7500,0.9460371183
P070,ファンタジートイ チェンジロボ,3500,E000170,2025-02-02,ファンタジートイ チェンジロボ（半額セール）,1,3500,3500,0.9774817694
P071,ファンタジートイ モンスターカード,500,E000171,2025-03-03,ファンタジートイ モンスターカード（ネット）[閉店セール],2,500,1000,0.9834735009
P068,ファンタジートイ マスクヒーローフィギュア,3200,E000172,2025-04-04,ファンタジートイ メカロボットフィギュア【閉店セール】,3,4000,12000,0.9427952327
P072,ファンタジートイ メカロボットフィギュア,4000,E000172,2025-04-04,ファンタジートイ メカロボットフィギュア【閉店セール】,3,4000,12000,0.9952446058
P010,ワンダートイ ロボットフィギュア,3000,E000173,2025-05-05,ワンダートイ  ヒーローフィギュア（半額セール）,4,3000,12000,0.9224168881
P073,ワンダートイ ヒーローフィギュア,3000,E000173,2025-05-05,ワンダートイ  ヒーローフィギュア（半額セール）,4,3000,12000,0.9897375777
P074,ファンタジートイ ミニレーサー,2000,E000174,2025-06-06,ミニレーサー［半額セール］,5,2000,10000,0.9999984072
P075,スノーテック ワイヤレススピーカー SRS-XB12,8000,E000175,2025-07-07,スノーテック ﾜｲﾔﾚｽｽピｰｶｰ srs-xb12（ﾈッﾄ）【期間限定】,1,8000,8000,0.9954245491
P076,フジヤマ電機 ポータブルスピーカー,6000,E000176,2025-08-08,フジヤマ電機 ポータブルスピーカー【閉店セール】,2,6000,12000,0.987989176
P077,サクラ電器 スマートウォッチ,18000,E000177,2025-09-09,サクラ電器  スマートウォッチ［半額セール］,3,18000,54000,0.9759248102
P078,ミライ電機 デジタルサイネージ,95000,E000178,2025-10-10,ミライ電機 デジタルサイネージ[期間限定],4,95000,380000,0.9836257753
P079,フジヤマ電機 電子レンジ,15000,E000179,2025-11-11,フジヤマ電機 電子レンジ（ネット）（期間限定）,5,15000,75000,0.9836082263
P080,スノーテック ブルーレイプレーヤー,12000,E000180,2025-12-12,ブルーレイプレーヤー[期間限定],1,12000,12000,0.9999992928
P081,グローバルビジョン LED55PRO,180000,E000181,2025-01-13,グローバルビジョン  LED55PRO（期間限定）,2,180000,360000,0.9513697772
P082,アオゾラ電機 LEDテレビ 55型,70000,E000182,2025-02-14,アオゾラ電機 LEDﾃﾚビ 55型（半額セール）,3,70000,210000,0.993779452
P083,フジヤマ電機 冷蔵庫 NR-F603M,90000,E000183,2025-03-15,フジヤマ電機 冷蔵庫 NR-F603M（ネット）［半額セール］,4,90000,360000,0.9947842912
P084,サクラ電器 空気清浄機,22000,E000184,2025-04-16,サクラ電器 空気清浄機[期間限定],5,22000,110000,0.982174513
P085,ミライ電機 炊飯器 RZ-Mシリーズ,30000,E000185,2025-05-17,ミライ電機  炊飯器  rz-mシリーズ（半額セール）,1,30000,30000,0.9927871262
P086,ヤマト IHクッキングヒーター,45000,E000186,2025-06-18,IHクッキングヒーター【閉店セール】,2,45000,90000,0.9999989071
P087,スノーテック ゲーム機 GAMESTATION5,50000,E000187,2025-07-19,スノーテック ゲーム機 GAMESTATION5（ネット）［半額セール］,3,50000,150000,0.9725828721
P088,ゲームワールド ポータブルゲーム,40000,E000188,2025-08-20,ゲームワールド ポータブルゲーム（半額セール）,4,40000,160000,0.9953227999
P089,グローバルゲーム ゲームボックスX,55000,E000189,2025-09-21,グローバルゲーム  ゲームボックスX【期間限定】,5,55000,275000,0.9521460843
P090,フジヤマ電機 ビエラ ブルーレイレコーダー,35000,E000190,2025-10-22,フジヤマ電機 ビエラ ブルーレイレコーダー＜期間限定＞,1,35000,35000,0.9877352895
P091,サクラ電器 スマートフォン CLEARSCREEN R6,70000,E000191,2025-11-23,サクラ電器 スマートフォン CLEARSCREEN R6（ネット）【閉店セール】,2,70000,140000,0.9559145488
P024,スノーテック デジタルカメラ α7 III,200000,E000192,2025-12-24,デジタル一眼レフ α7R IV[閉店セール],3,250000,750000,0.9049555799
P092,スノーテック デジタル一眼レフ α7R IV,250000,E000192,2025-12-24,デジタル一眼レフ α7R IV[閉店セール],3,250000,750000,0.9561930741
P025,プリズム光学 EOS R6,230000,E000193,2025-01-25,プリズム光学  EOS  90D（期間限定）,4,150000,600000,0.9026886029
P093,プリズム光学 EOS 90D,150000,E000193,2025-01-25,プリズム光学  EOS  90D（期間限定）,4,150000,600000,0.9795182555
P094,レンズマスター X-T4,170000,E000194,2025-02-26,レンズマスター XT4＜期間限定＞,5,170000,850000,0.9665358416
P095,クリスタルビジョン PEN-F,140000,E000195,2025-03-27,クリスタルビジョン pen-f（ネット）（半額セール）,1,140000,140000,0.9935537849
P096,ビジョンプロ Z6 II,200000,E000196,2025-04-28,ビジョンプロ Z6 II（期間限定）,2,200000,400000,0.9856253106
P097,プリズム光学 imagePROGRAF PRO-1000,300000,E000197,2025-05-01,プリズム光学  imagePROGRAF  PRO-1000【期間限定】,3,300000,900000,0.9815974809
P098,プリントマスター スキャナー Perfection V39,25000,E000198,2025-06-02,スキャナー Ｐｅｒｆｅｃｔｉｏｎ Ｖ３９［期間限定］,4,25000,100000,0.9805917868
P099,オフィスプロ MP C4504,80000,E000199,2025-07-03,オフィスプロ MP C4504（ネット）[期間限定],5,80000,400000,0.9662743724
P100,テクノセラミック TASKalfa 2552ci,250000,E000200,2025-08-04,テクノセラミック taskalfa 2552ci【半額セール】,1,250000,250000,0.9748287066
P001,スノーテック CRYSTALVIEW KJ-55X9500G,150000,E000201,2025-09-05,スノーテック  CRYSTALVIEW  KJ-55X9500G【閉店セール】,2,150000,300000,0.9933957303
P002,フジヤマ電機 VISIONMAX TH-55FX700M,120000,E000202,2025-10-06,フジヤマ電機 VISIONMAX TH55FX700M[期間限定],3,120000,360000,0.9584075184
P003,サクラ電器 CLEARSCREEN 4T KJ-55X7000,110000,E000203,2025-11-07,サクラ電器 CLEARSCREEN 4T KJ-55X7000（ﾈッﾄ）[半額セール],4,110000,440000,0.9810249405
P004,ゆきだるま食品 カップめん,200,E000204,2025-12-08,カップめん[半額セール],5,200,1000,0.9999989654
P005,サファイア飲料 ゴールドビール,400,E000205,2025-01-09,サファイア飲料  ゴールドビール[半額セール],1,400,400,0.9863252634
P006,ブルーウェーブ パワフル洗剤,800,E000206,2025-02-10,ブルーウェーブ パワフル洗剤【閉店セール】,2,800,1600,0.9845912626
P007,シンプルウェア ウォームインナーシャツ,1500,E000207,2025-03-11,シンプルウェア ウォームインナーシャツ（ネット）（半額セール）,3,1500,4500,0.9898338252
P008,ナチュラルスタイル オーガニックコットンシャツ,2500,E000208,2025-04-12,ナチュラルスタイル オーガニックコットンシャツ＜半額セール＞,4,2500,10000,0.9939840879
P052,ナチュラルスタイル リネンシャツ,2800,E000208,2025-04-12,ナチュラルスタイル オーガニックコットンシャツ＜半額セール＞,4,2500,10000,0.924915234
P009,スカイライン文具 イレーサブルペン,100,E000209,2025-05-13,スカイライン文具  イレーサブルペン[半額セール],5,100,500,0.9748883088
P062,スカイライン文具 イレーサブルペン,130,E000209,2025-05-13,スカイライン文具  イレーサブルペン[半額セール],5,100,500,0.9595338949
P010,ワンダートイ ロボットフィギュア,3000,E000210,2025-06-14,ロボットフィギュア（期間限定）,1,3000,3000,0.9999992968
P072,ファンタジートイ メカロボットフィギュア,4000,E000210,2025-06-14,ロボットフィギュア（期間限定）,1,3000,3000,0.9027232416
P073,ワンダートイ ヒーローフィギュア,3000,E000210,2025-06-14,ロボットフィギュア（期間限定）,1,3000,3000,0.9194715913
P011,アオゾラ電機 BRIGHTVIEW 43S32,70000,E000211,2025-07-15,アオゾラ電機 BRIGHTVIEW 43S32（ネット）【半額セール】,2,70000,140000,0.9921981345
P012,サンシャイン製菓 ミルクチョコ,150,E000212,2025-08-16,サンシャイン製菓 ミルクチョコ[半額セール],3,150,450,0.9755828919
P013,フレッシュケア ソフティーナ,500,E000213,2025-09-17,フレッシュケア  ソフティーナ（半額セール）,4,500,2000,0.9764513943
P014,ヤマトエアコン MSZ-GV3519,90000,E000214,2025-10-18,ヤマトエアコン MSZGV3519＜半額セール＞,5,90000,450000,0.9755684235
P015,ハッピースイーツ チョコパイ,300,E000215,2025-11-19,ハッピースイーツ チョコパイ（ネット）[半額セール],1,300,300,0.9740093451
P016,ミライ電機 4Kスマートテレビ,80000,E000216,2025-12-20,4Kスマートテレビ[期間限定],2,80000,160000,0.9999993385
P017,フジヤマ電機 4Kプロジェクター,130000,E000217,2025-01-21,フジヤマ電機  4Kプﾛジェｸﾀｰ【半額セール】,3,130000,390000,0.9955544349
P018,サクラ電器 加湿器 HX-50,15000,E000218,2025-02-22,サクラ電器 加湿器 HX50[半額セール],4,15000,60000,0.9882926284
P019,スノーテック ワイヤレスヘッドホン WH-1000XM4,90000,E000219,2025-03-23,スノーテック ワイヤレスヘッドホン WH-1000XM4（ネット）[閉店セール],5,90000,450000,0.9966193082
P020,フジヤマ電機 掃除機 MC-CL883,75000,E000220,2025-04-24,フジヤマ電機 掃除機 ｍｃ－ｃｌ８８３[期間限定],1,75000,75000,0.9941371275
P021,アオゾラ電機 ノンフロン冷蔵庫,85000,E000221,2025-05-25,アオゾラ電機  ノンフロン冷蔵庫[閉店セール],2,85000,170000,0.9914004182
P022,ミライ電機 ドラム式洗濯機,100000,E000222,2025-06-26,ドラム式洗濯機[半額セール],3,100000,300000,0.9999992721
P023,フジヤマ電機 エアコン CS-XE,95000,E000223,2025-07-27,フジヤマ電機 エアコン CS-XE（ネット）［期間限定］,4,95000,380000,0.9903765295
P024,スノーテック デジタルカメラ α7 III,200000,E000224,2025-08-28,スノーテック デジﾀﾙｶﾒﾗ α7 III（半額セール）,5,200000,1000000,0.9805178874
P092,スノーテック デジタル一眼レフ α7R IV,250000,E000224,2025-08-28,スノーテック デジﾀﾙｶﾒﾗ α7 III（半額セール）,5,200000,1000000,0.9189337488
P025,プリズム光学 EOS R6,230000,E000225,2025-09-01,プリズム光学  eos  r6（期間限定）,1,230000,230000,0.9563344612
P026,デジタルスカイ ノートパソコン FMV,80000,E000226,2025-10-02,デジタルスカイ ノートパソコン FMV［期間限定］,2,80000,160000,0.9840036304
P027,テクノスフィア ValueBook,85000,E000227,2025-11-03,テクノスフィア ValueBook（ネット）（半額セール）,3,85000,255000,0.9498421894
P028,クリスタルビジョン OM-D E-M10,120000,E000228,2025-12-04,OM-D E-M10[半額セール],4,120000,480000,0.93832047
P029,プリズム光学 PIXMA iX6820,25000,E000229,2025-01-05,プリズム光学  PIXMA  iX6820＜期間限定＞,5,25000,125000,0.9592504204
P030,プリントマスター エコタンク ET-2750,35000,E000230,2025-02-06,プリントマスター エコタンク et2750＜期間限定＞,1,35000,35000,0.9888778726
P031,オフィスプロ IM C200,40000,E000231,2025-03-07,オフィスプロ ＩＭ Ｃ２００（ﾈッﾄ）【閉店セール】,2,40000,80000,0.9524473388
P032,テクノセラミック DS-300,45000,E000232,2025-04-08,テクノセラミック DS-300［期間限定］,3,45000,135000,0.9902135101
P033,ゆきだるま食品 一杯きつねうどん,220,E000233,2025-05-09,ゆきだるま食品  一杯きつねうどん【閉店セール】,4,220,880,0.968929277
P034,クリアウォーター ゴールドプレミアム,500,E000234,2025-06-10,ゴールドプレミアム＜半額セール＞,5,500,2500,0.9999989013
P035,ヘルシー乳業 ヘルス1000,250,E000235,2025-07-11,ヘルシー乳業 ヘルス1000（ネット）＜半額セール＞,1,250,250,0.9836631925
P036,ホームキッチン カレールウ,300,E000236,2025-08-12,ホームキッチン カレールウ【半額セール】,2,300,600,0.9875054023
P037,まるまる食品 こだわり麺,250,E000237,2025-09-13,まるまる食品  こだわり麺（半額セール）,3,250,750,0.9786774148
P038,スマイル製菓 スティックチョコ,150,E000238,2025-10-14,スマイル製菓 スティックチョコ【閉店セール】,4,150,600,0.9431354253
P039,ドリーム製菓 プレミアムチョコ,180,E000239,2025-11-15,ドリーム製菓 プレミアムチョコ（ネット）【閉店セール】,5,180,900,0.9714955007
P040,クラシック食品 北国ラーメン,210,E000240,2025-12-16,北国ラーメン【期間限定】,1,210,210,0.9171270735
P041,フレッシュベジ トマトジュース,180,E000241,2025-01-17,フレッシュベジ  トマトジュース［期間限定］,2,180,360,0.9127725743
P042,ソフトケア やさしいケア,350,E000242,2025-02-18,ソフトケア やさしいケア[半額セール],3,350,1050,0.9490673089
P043,クリーンライフ クリーンウォッシュ洗剤,800,E000243,2025-03-19,クリーンライフ クリーンウォッシュ洗剤（ネット）【期間限定】,4,800,3200,0.9910426917
P044,ビューティーラボ フローラルシャンプー,1200,E000244,2025-04-20,ビューティーラボ フローラルシャンプー[閉店セール],5,1200,6000,0.9974032318
P045,ヘルスケアプラス リリーフシップ,400,E000245,2025-05-21,ヘルスケアプラス  リリーフシップ[半額セール],1,400,400,0.9854044804
P046,ケアファーム クールケア,500,E000246,2025-06-22,クールケア（半額セール）,2,500,1000,0.9999993336
P047,コスメラボ ハンドクリーム,700,E000247,2025-07-23,コスメラボ ハンドクリーム（ネット）【期間限定】,3,700,2100,0.9831995518
P006,ブルーウェーブ パワフル洗剤,800,E000248,2025-08-24,ブルーウェーブ やさしいケア 洗濯柔軟剤＜半額セール＞,4,300,1200,0.9109717532
P048,ブルーウェーブ やさしいケア 洗濯柔軟剤,300,E000248,2025-08-24,ブルーウェーブ やさしいケア 洗濯柔軟剤＜半額セール＞,4,300,1200,0.9751159871
P049,シンプルウェア ジーンズ,3000,E000249,2025-09-25,シンプルウェア  ジーンズ[半額セール],5,3000,15000,0.9705575169
P050,ナチュラルスタイル ウールブレンドコート,5000,E000250,2025-10-26,ナチュラルスタイル ウールブレンドコート＜半額セール＞,1,5000,5000,0.9911816451
P051,シンプルウェア スウェットパーカー,2500,E000251,2025-11-27,シンプルウェア スウェットパーカー（ネット）＜半額セール＞,2,2500,5000,0.9541609042
P052,ナチュラルスタイル リネンシャツ,2800,E000252,2025-12-28,ﾘﾈﾝｼャﾂ＜半額セール＞,3,2800,8400,0.9999988504
P053,シンプルウェア ストレッチジャケット,3500,E000253,2025-01-01,シンプルウェア  ストレッチジャケット[半額セール],4,3500,14000,0.9825637151
P054,ベーシックウェア Tシャツ,1200,E000254,2025-02-02,ベーシックウェア Tシャツ【期間限定】,5,1200,6000,0.9363006171
P055,ナチュラルスタイル シンプルワンピース,4000,E000255,2025-03-03,ナチュラルスタイル シンプルワンピース（ネット）＜期間限定＞,1,4000,4000,0.9914650984
P056,スカイライン文具 G2ジェルペン,150,E000256,2025-04-04,スカイライン文具 G2ジェルペン（半額セール）,2,150,300,0.9865623019
P057,ダイヤモンド文具 プロペンシル,120,E000257,2025-05-05,ダイヤモンド文具  プロペンシル【期間限定】,3,120,360,0.9812758883
P058,オフィスワーク スタディノート,200,E000258,2025-06-06,スタディノート[閉店セール],4,200,800,0.9999991373
P059,カラーライン ハイライター,180,E000259,2025-07-07,カラーライン ハイライター（ﾈッﾄ）（半額セール）,5,180,900,0.967998625
P060,グリーンペンシル クリア消しゴム,100,E000260,2025-08-08,グリーンペンシル クリア消しゴム［期間限定］,1,100,100,0.9768622432
P061,ペンマスター スムースジェル,180,E000261,2025-09-09,ペンマスター  スムースジェル【期間限定】,2,180,360,0.9214038924
P009,スカイライン文具 イレーサブルペン,100,E000262,2025-10-10,スカイライン文具 イレーサブルペン＜半額セール＞,3,130,390,0.9595169385
P062,スカイライン文具 イレーサブルペン,130,E000262,2025-10-10,スカイライン文具 イレーサブルペン＜半額セール＞,3,130,390,0.9770873042
P063,ペンマスター シャープペンシル,160,E000263,2025-11-11,ペンマスター シャープペンシル（ネット）[閉店セール],4,160,640,0.9785797448
P064,アート文具 ボールペン,150,E000264,2025-12-12,ボールペン［半額セール］,5,150,750,0.9999984995
P065,オフィスプラス カラーペンセット,250,E000265,2025-01-13,オフィスプラス  カラーペンセット（期間限定）,1,250,250,0.9862650178
P066,ワンダートイ トレインレール,2800,E000266,2025-02-14,ワンダートイ トレインレール＜半額セール＞,2,2800,5600,0.971259007
P067,ファンタジートイ デジペット,1200,E000267,2025-03-15,ファンタジートイ デジペット（ネット）［期間限定］,3,1200,3600,0.983707398
P068,ファンタジートイ マスクヒーローフィギュア,3200,E000268,2025-04-16,ファンタジートイ マスクヒーローフィギュア＜期間限定＞,4,3200,12800,0.9931237264
P072,ファンタジートイ メカロボットフィギュア,4000,E000268,2025-04-16,ファンタジートイ マスクヒーローフィギュア＜期間限定＞,4,3200,12800,0.9423503365
P069,ワンダートイ ミニカー,1500,E000269,2025-05-17,ワンダートイ  ミニカー＜期間限定＞,5,1500,7500,0.9460887794
P070,ファンタジートイ チェンジロボ,3500,E000270,2025-06-18,チェンジロボ【閉店セール】,1,3500,3500,1
