transaction_id,transaction_date,product_id,product_name,quantity,unit_price,total_price
R000001,2025-01-01,P001,スノーテックCRYSTALVIEWKJ-55X9500G［期間限定］,2,150000,300000
R000002,2025-02-02,P002,フジヤマ電機 VISIONMAX TH-55FX700M【店頭】＜期間限定＞,3,120000,360000
R000003,2025-03-03,P003,サクラ電器 CLEARSCREEN 4T KJ-55X7000[半額セール],4,110000,440000
R000004,2025-04-04,P004,ゆきだるま食品カップめん［期間限定］,5,200,1000
R000005,2025-05-05,P005,サファイア飲料 ゴールドビール【店頭】＜半額セール＞,1,400,400
R000006,2025-06-06,P006,パワフル洗剤（期間限定）,2,800,1600
R000007,2025-07-07,P007,シンプルウェアウォームインナーシャツ[半額セール],3,1500,4500
R000008,2025-08-08,P008,ナチュラルスタイル オーガニックコットンシャツ【店頭】［期間限定］,4,2500,10000
R000009,2025-09-09,P009,スカイライン文具 イレーサブルペン【閉店セール】,5,100,500
R000010,2025-10-10,P010,ワンダートイロボットフィギュア【期間限定】,1,3000,3000
R000011,2025-11-11,P011,アオゾラ電機 BRIGHTVIEW ４３Ｓ３２【店頭】【半額セール】,2,70000,140000
R000012,2025-12-12,P012,ミルクチョコ[期間限定],3,150,450
R000013,2025-01-13,P013,フレッシュケアソフティーナ【半額セール】,4,500,2000
R000014,2025-02-14,P014,ヤマトｴｱｺﾝ MSZ-GV3519【店頭】＜期間限定＞,5,90000,450000
R000015,2025-03-15,P015,ハッピースイーツ チョコパイ＜半額セール＞,1,300,300
R000016,2025-04-16,P016,ミライ電機4Kスマートテレビ【期間限定】,2,80000,160000
R000017,2025-05-17,P017,フジヤマ電機 4Kプロジェクター【店頭】（半額セール）,3,130000,390000
R000018,2025-06-18,P018,加湿器 HX-50［期間限定］,4,15000,60000
R000019,2025-07-19,P019,スノーテックワイヤレスヘッドホンWH-1000XM4[半額セール],5,90000,450000
R000020,2025-08-20,P020,フジヤマ電機 掃除機 mc-cl883【店頭】[半額セール],1,75000,75000
R000021,2025-09-21,P021,アオゾラ電機 ﾉﾝﾌﾛﾝ冷蔵庫［半額セール］,2,85000,170000
R000022,2025-10-22,P022,ミライ電機ドラム式洗濯機【半額セール】,3,100000,300000
R000023,2025-11-23,P023,フジヤマ電機 エアコン CS-XE【店頭】【半額セール】,4,95000,380000
R000024,2025-12-24,P024,デジタルカメラ α7 III（期間限定）,5,200000,1000000
R000025,2025-01-25,P025,プリズム光学eosr6［期間限定］,1,230000,230000
R000026,2025-02-26,P026,デジタルスカイ ノートパソコン FMV【店頭】[期間限定],2,80000,160000
R000027,2025-03-27,P027,テクノスフィア ValueBook＜半額セール＞,3,85000,255000
R000028,2025-04-28,P028,クリスタルビジョンOM-DE-M10【閉店セール】,4,120000,480000
R000029,2025-05-01,P029,プリズム光学 PIXMA iX6820【店頭】［期間限定］,5,25000,125000
R000030,2025-06-02,P030,エコタンク et-2750【半額セール】,1,35000,35000
R000031,2025-07-03,P031,オフィスプロIMC200（期間限定）,2,40000,80000
R000032,2025-08-04,P032,テクノセラミック DS-300【店頭】【半額セール】,3,45000,135000
R000033,2025-09-05,P033,ゆきだるま食品 一杯きつねうどん＜期間限定＞,4,220,880
R000034,2025-10-06,P034,クリアウォーターゴールドプレミアム（期間限定）,5,500,2500
R000035,2025-11-07,P035,ヘルシー乳業 ヘルス1000【店頭】［期間限定］,1,250,250
R000036,2025-12-08,P036,カレールウ［半額セール］,2,300,600
R000037,2025-01-09,P037,まるまる食品こだわり麺[期間限定],3,250,750
R000038,2025-02-10,P038,スマイル製菓 スティックチョコ【店頭】【閉店セール】,4,150,600
R000039,2025-03-11,P039,ドリーム製菓 プレミアムチョコ[半額セール],5,180,900
R000040,2025-04-12,P040,クラシック食品北国ラーメン【半額セール】,1,210,210
R000041,2025-05-13,P041,フレッシュベジ トマトジュース【店頭】[閉店セール],2,180,360
R000042,2025-06-14,P042,やさしいケア【期間限定】,3,350,1050
R000043,2025-07-15,P043,クリーンライフクリーンウォッシュ洗剤[閉店セール],4,800,3200
R000044,2025-08-16,P044,ビューティーラボ フローラルシャンプー【店頭】【半額セール】,5,1200,6000
R000045,2025-09-17,P045,ヘルスケアプラス リリーフシップ【閉店セール】,1,400,400
R000046,2025-10-18,P046,ケアファームクールケア［期間限定］,2,500,1000
R000047,2025-11-19,P047,コスメラボ ハンドクリーム【店頭】[期間限定],3,700,2100
R000048,2025-12-20,P048,やさしいケア 洗濯柔軟剤（半額セール）,4,300,1200
R000049,2025-01-21,P049,シンプルウェアジｰﾝズ［期間限定］,5,3000,15000
R000050,2025-02-22,P050,ナチュラルスタイル ウールブレンドコート【店頭】＜期間限定＞,1,5000,5000
R000051,2025-03-23,P051,シンプルウェア スウェットパーカー（半額セール）,2,2500,5000
R000052,2025-04-24,P052,ナチュラルスタイルリネンシャツ＜半額セール＞,3,2800,8400
R000053,2025-05-25,P053,シンプルウェア ストレッチジャケット【店頭】（期間限定）,4,3500,14000
R000054,2025-06-26,P054,Tシャツ[閉店セール],5,1200,6000
R000055,2025-07-27,P055,ナチュラルスタイルシンプルワンピース＜期間限定＞,1,4000,4000
R000056,2025-08-28,P056,スカイライン文具 G2 ジェﾙペﾝ【店頭】［半額セール］,2,150,300
R000057,2025-09-01,P057,ダイヤモンド文具 プロペンシル【閉店セール】,3,120,360
R000058,2025-10-02,P058,オフィスワークスタディノート（半額セール）,4,200,800
R000059,2025-11-03,P059,カラーライン ハイライター【店頭】【半額セール】,5,180,900
R000060,2025-12-04,P060,クリア消しゴム＜期間限定＞,1,100,100
R000061,2025-01-05,P061,ペンマスタースムースジェル［期間限定］,2,180,360
R000062,2025-02-06,P062,スカイライン文具 イレーサブルペン【店頭】【閉店セール】,3,130,390
R000063,2025-03-07,P063,ペンマスター シャープペンシル（半額セール）,4,160,640
R000064,2025-04-08,P064,アート文具ボールペン＜半額セール＞,5,150,750
R000065,2025-05-09,P065,オフィスプラス カラーペンセット【店頭】＜期間限定＞,1,250,250
R000066,2025-06-10,P066,トレインレール［期間限定］,2,2800,5600
R000067,2025-07-11,P067,ファンタジートイデジペット【期間限定】,3,1200,3600
R000068,2025-08-12,P068,ファンタジートイ マスクヒーローフィギュア【店頭】[閉店セール],4,3200,12800
R000069,2025-09-13,P069,ワンダートイ ミニカー[閉店セール],5,1500,7500
R000070,2025-10-14,P070,ファンタジートイチェンジロボ［半額セール］,1,3500,3500
R000071,2025-11-15,P071,ファンタジートイ モンスターカード【店頭】［半額セール］,2,500,1000
R000072,2025-12-16,P072,メカロボットフィギュア（半額セール）,3,4000,12000
R000073,2025-01-17,P073,ワンダートイヒーローフィギュア【期間限定】,4,3000,12000
R000074,2025-02-18,P074,ファンタジートイ ミニレーサー【店頭】＜期間限定＞,5,2000,10000
R000075,2025-03-19,P075,スノーテック ワイヤレススピーカー srs-xb12［半額セール］,1,8000,8000
R000076,2025-04-20,P076,フジヤマ電機ポータブルスピーカー【半額セール】,2,6000,12000
R000077,2025-05-21,P077,サクラ電器 ｽﾏｰﾄｳォッﾁ【店頭】［半額セール］,3,18000,54000
R000078,2025-06-22,P078,デジタルサイネージ＜期間限定＞,4,95000,380000
R000079,2025-07-23,P079,フジヤマ電機電子レンジ[半額セール],5,15000,75000
R000080,2025-08-24,P080,スノーテック ブルーレイプレーヤー【店頭】[期間限定],1,12000,12000
R000081,2025-09-25,P081,グローバルビジョン LED55PRO【期間限定】,2,180000,360000
R000082,2025-10-26,P082,アオゾラ電機LEDテレビ55型【閉店セール】,3,70000,210000
R000083,2025-11-27,P083,フジヤマ電機 冷蔵庫 NR-F603M【店頭】［半額セール］,4,90000,360000
R000084,2025-12-28,P084,空気清浄機[閉店セール],5,22000,110000
R000085,2025-01-01,P085,ミライ電機炊飯器rz-mシリーズ【半額セール】,1,30000,30000
R000086,2025-02-02,P086,ヤマト IHクッキングヒーター【店頭】[期間限定],2,45000,90000
R000087,2025-03-03,P087,スノーテック ゲーム機 GAMESTATION5【期間限定】,3,50000,150000
R000088,2025-04-04,P088,ゲームワールドポータブルゲーム＜半額セール＞,4,40000,160000
R000089,2025-05-05,P089,グローバルゲーム ゲームボックスX【店頭】【半額セール】,5,55000,275000
R000090,2025-06-06,P090,ビエラ ブルーレイレコーダー［期間限定］,1,35000,35000
R000091,2025-07-07,P091,サクラ電器ｽﾏｰﾄﾌォﾝCLEARSCREENR6【半額セール】,2,70000,140000
R000092,2025-08-08,P092,スノーテック デジタル一眼レフ α7R IV【店頭】[半額セール],3,250000,750000
R000093,2025-09-09,P093,プリズム光学 EOS 90D＜期間限定＞,4,150000,600000
R000094,2025-10-10,P094,レンズマスターX-T4＜半額セール＞,5,170000,850000
R000095,2025-11-11,P095,クリスタルビジョン pen-f【店頭】（半額セール）,1,140000,140000
R000096,2025-12-12,P096,Z6 II［半額セール］,2,200000,400000
R000097,2025-01-13,P097,プリズム光学imagePROGRAFPRO-1000［期間限定］,3,300000,900000
R000098,2025-02-14,P098,プリントマスター ｽｷャﾅｰ Perfection V39【店頭】（期間限定）,4,25000,100000
R000099,2025-03-15,P099,オフィスプロ ＭＰ Ｃ４５０４（半額セール）,5,80000,400000
R000100,2025-04-16,P100,テクノセラミックtaskalfa2552ci（半額セール）,1,250000,250000
R000101,2025-05-17,P001,スノーテック CRYSTALVIEW KJ-55X9500G【店頭】（半額セール）,2,150000,300000
R000102,2025-06-18,P002,VISIONMAX TH-55FX700M［期間限定］,3,120000,360000
R000103,2025-07-19,P003,サクラ電器CLEARSCREEN4TKJ-55X7000（期間限定）,4,110000,440000
R000104,2025-08-20,P004,ゆきだるま食品 カップめん【店頭】[期間限定],5,200,1000
R000105,2025-09-21,P005,サファイア飲料 ゴールドビール＜期間限定＞,1,400,400
R000106,2025-10-22,P006,ブルーウェーブパワフル洗剤（半額セール）,2,800,1600
R000107,2025-11-23,P007,シンプルウェア ウォームインナーシャツ【店頭】[閉店セール],3,1500,4500
R000108,2025-12-24,P008,オーガニックコットンシャツ【半額セール】,4,2500,10000
R000109,2025-01-25,P009,スカイライン文具イレーサブルペン＜期間限定＞,5,100,500
R000110,2025-02-26,P010,ワンダートイ ロボットフィギュア【店頭】【閉店セール】,1,3000,3000
R000111,2025-03-27,P011,アオゾラ電機 BRIGHTVIEW 43S32[期間限定],2,70000,140000
R000112,2025-04-28,P012,サンシャイン製菓ミルクチョコ【半額セール】,3,150,450
R000113,2025-05-01,P013,フレッシュケア ソフティーナ【店頭】［半額セール］,4,500,2000
R000114,2025-06-02,P014,MSZ-GV3519【半額セール】,5,90000,450000
R000115,2025-07-03,P015,ハッピースイーツチョコパイ【期間限定】,1,300,300
R000116,2025-08-04,P016,ミライ電機 4Kスマートテレビ【店頭】[閉店セール],2,80000,160000
R000117,2025-09-05,P017,フジヤマ電機 4Kプロジェクター（期間限定）,3,130000,390000
R000118,2025-10-06,P018,サクラ電器加湿器HX-50[期間限定],4,15000,60000
R000119,2025-11-07,P019,スノーテック ﾜｲﾔﾚｽﾍッドﾎﾝ WH-1000XM4【店頭】（半額セール）,5,90000,450000
R000120,2025-12-08,P020,掃除機 mc-cl883【半額セール】,1,75000,75000
R000121,2025-01-09,P021,アオゾラ電機ノンフロン冷蔵庫［期間限定］,2,85000,170000
R000122,2025-02-10,P022,ミライ電機 ドラム式洗濯機【店頭】【期間限定】,3,100000,300000
R000123,2025-03-11,P023,フジヤマ電機 エアコン CS-XE[半額セール],4,95000,380000
R000124,2025-04-12,P024,スノーテックデジタルカメラα7III［半額セール］,5,200000,1000000
R000125,2025-05-13,P025,プリズム光学 eos r6【店頭】［半額セール］,1,230000,230000
R000126,2025-06-14,P026,ﾉｰﾄパｿｺﾝ FMV【半額セール】,2,80000,160000
R000127,2025-07-15,P027,テクノスフィアValueBook［半額セール］,3,85000,255000
R000128,2025-08-16,P028,クリスタルビジョン OM-D E-M10【店頭】[閉店セール],4,120000,480000
R000129,2025-09-17,P029,プリズム光学 PIXMA iX6820[期間限定],5,25000,125000
R000130,2025-10-18,P030,プリントマスターエコタンクet-2750[半額セール],1,35000,35000
R000131,2025-11-19,P031,オフィスプロ IM C200【店頭】＜半額セール＞,2,40000,80000
R000132,2025-12-20,P032,ＤＳ－３００（期間限定）,3,45000,135000
R000133,2025-01-21,P033,ゆきだるま食品一杯きつねうどん[閉店セール],4,220,880
R000134,2025-02-22,P034,クリアウォーター ゴールドプレミアム【店頭】[半額セール],5,500,2500
R000135,2025-03-23,P035,ヘルシー乳業 ヘルス1000［期間限定］,1,250,250
R000136,2025-04-24,P036,ホームキッチンカレールウ[半額セール],2,300,600
R000137,2025-05-25,P037,まるまる食品 こだわり麺【店頭】[閉店セール],3,250,750
R000138,2025-06-26,P038,スティックチョコ［期間限定］,4,150,600
R000139,2025-07-27,P039,ドリーム製菓プレミアムチョコ[閉店セール],5,180,900
R000140,2025-08-28,P040,クラシック食品 北国ラーメン【店頭】【期間限定】,1,210,210
R000141,2025-09-01,P041,フレッシュベジ トマトジュース[半額セール],2,180,360
R000142,2025-10-02,P042,ソフトケアやさしいケア＜期間限定＞,3,350,1050
R000143,2025-11-03,P043,クリーンライフ クリーンウォッシュ洗剤【店頭】（半額セール）,4,800,3200
R000144,2025-12-04,P044,フローラルシャンプー＜半額セール＞,5,1200,6000
R000145,2025-01-05,P045,ヘルスケアプラスリリーフシップ＜期間限定＞,1,400,400
R000146,2025-02-06,P046,ケアファーム クールケア【店頭】【閉店セール】,2,500,1000
R000147,2025-03-07,P047,コスメラボ ﾊﾝドｸﾘｰﾑ【半額セール】,3,700,2100
R000148,2025-04-08,P048,ブルーウェーブやさしいケア洗濯柔軟剤（半額セール）,4,300,1200
R000149,2025-05-09,P049,シンプルウェア ジーンズ【店頭】＜半額セール＞,5,3000,15000
R000150,2025-06-10,P050,ウールブレンドコート【半額セール】,1,5000,5000
R000151,2025-07-11,P051,シンプルウェアスウェットパーカー[半額セール],2,2500,5000
R000152,2025-08-12,P052,ナチュラルスタイル リネンシャツ【店頭】（半額セール）,3,2800,8400
R000153,2025-09-13,P053,シンプルウェア ストレッチジャケット【半額セール】,4,3500,14000
R000154,2025-10-14,P054,ベーシックウェアＴｼャﾂ［半額セール］,5,1200,6000
R000155,2025-11-15,P055,ナチュラルスタイル シンプルワンピース【店頭】[期間限定],1,4000,4000
R000156,2025-12-16,P056,G2ジェルペン＜期間限定＞,2,150,300
R000157,2025-01-17,P057,ダイヤモンド文具プロペンシル[半額セール],3,120,360
R000158,2025-02-18,P058,オフィスワーク スタディノート【店頭】［期間限定］,4,200,800
R000159,2025-03-19,P059,カラーライン ハイライター【閉店セール】,5,180,900
R000160,2025-04-20,P060,グリーンペンシルクリア消しゴム（期間限定）,1,100,100
R000161,2025-05-21,P061,ペンマスター スムースジェル【店頭】［期間限定］,2,180,360
R000162,2025-06-22,P062,イレーサブルペン（半額セール）,3,130,390
R000163,2025-07-23,P063,ペンマスターシャープペンシル＜期間限定＞,4,160,640
R000164,2025-08-24,P064,アート文具 ボールペン【店頭】[閉店セール],5,150,750
R000165,2025-09-25,P065,オフィスプラス カラーペンセット［半額セール］,1,250,250
R000166,2025-10-26,P066,ワンダートイトレインレール[期間限定],2,2800,5600
R000167,2025-11-27,P067,ファンタジートイ デジペット【店頭】［半額セール］,3,1200,3600
R000168,2025-12-28,P068,マスクヒーローフィギュア＜半額セール＞,4,3200,12800
R000169,2025-01-01,P069,ワンダートイミニカー【閉店セール】,5,1500,7500
R000170,2025-02-02,P070,ファンタジートイ チェンジロボ【店頭】＜半額セール＞,1,3500,3500
R000171,2025-03-03,P071,ファンタジートイ モンスターカード［半額セール］,2,500,1000
R000172,2025-04-04,P072,ファンタジートイメカロボットフィギュア［期間限定］,3,4000,12000
R000173,2025-05-05,P073,ワンダートイ ヒーローフィギュア【店頭】［半額セール］,4,3000,12000
R000174,2025-06-06,P074,ミニレーサー[閉店セール],5,2000,10000
R000175,2025-07-07,P075,スノーテックﾜｲﾔﾚｽｽピｰｶｰsrs-xb12【半額セール】,1,8000,8000
R000176,2025-08-08,P076,フジヤマ電機 ポータブルスピーカー【店頭】＜半額セール＞,2,6000,12000
R000177,2025-09-09,P077,サクラ電器 スマートウォッチ【閉店セール】,3,18000,54000
R000178,2025-10-10,P078,ミライ電機デジタルサイネージ［期間限定］,4,95000,380000
R000179,2025-11-11,P079,フジヤマ電機 電子レンジ【店頭】[閉店セール],5,15000,75000
R000180,2025-12-12,P080,ブルーレイプレーヤー［期間限定］,1,12000,12000
R000181,2025-01-13,P081,グローバルビジョンLED55PRO（半額セール）,2,180000,360000
R000182,2025-02-14,P082,アオゾラ電機 LEDﾃﾚビ 55型【店頭】【半額セール】,3,70000,210000
R000183,2025-03-15,P083,フジヤマ電機 冷蔵庫 NR-F603M＜半額セール＞,4,90000,360000
R000184,2025-04-16,P084,サクラ電器空気清浄機【期間限定】,5,22000,110000
R000185,2025-05-17,P085,ミライ電機 炊飯器 rz-mシリーズ【店頭】＜期間限定＞,1,30000,30000
R000186,2025-06-18,P086,IHクッキングヒーター［半額セール］,2,45000,90000
R000187,2025-07-19,P087,スノーテックゲーム機GAMESTATION5［期間限定］,3,50000,150000
R000188,2025-08-20,P088,ゲームワールド ポータブルゲーム【店頭】【半額セール】,4,40000,160000
R000189,2025-09-21,P089,グローバルゲーム ゲームボックスX（期間限定）,5,55000,275000
R000190,2025-10-22,P090,フジヤマ電機ビエラブルーレイレコーダー【閉店セール】,1,35000,35000
R000191,2025-11-23,P091,サクラ電器 スマートフォン CLEARSCREEN R6【店頭】（半額セール）,2,70000,140000
R000192,2025-12-24,P092,デジタル一眼レフ α7R IV[期間限定],3,250000,750000
R000193,2025-01-25,P093,プリズム光学EOS90D【半額セール】,4,150000,600000
R000194,2025-02-26,P094,レンズマスター X-T4【店頭】（期間限定）,5,170000,850000
R000195,2025-03-27,P095,クリスタルビジョン pen-f[閉店セール],1,140000,140000
R000196,2025-04-28,P096,ビジョンプロZ6II［半額セール］,2,200000,400000
R000197,2025-05-01,P097,プリズム光学 imagePROGRAF PRO-1000【店頭】【期間限定】,3,300000,900000
R000198,2025-06-02,P098,スキャナー Ｐｅｒｆｅｃｔｉｏｎ Ｖ３９＜期間限定＞,4,25000,100000
R000199,2025-07-03,P099,オフィスプロMPC4504［半額セール］,5,80000,400000
R000200,2025-08-04,P100,テクノセラミック taskalfa 2552ci【店頭】[半額セール],1,250000,250000
R000201,2025-09-05,P001,スノーテック CRYSTALVIEW KJ-55X9500G【閉店セール】,2,150000,300000
R000202,2025-10-06,P002,フジヤマ電機VISIONMAXTH-55FX700M［半額セール］,3,120000,360000
R000203,2025-11-07,P003,サクラ電器 CLEARSCREEN 4T KJ-55X7000【店頭】【閉店セール】,4,110000,440000
R000204,2025-12-08,P004,カップめん[期間限定],5,200,1000
R000205,2025-01-09,P005,サファイア飲料ゴールドビール［期間限定］,1,400,400
R000206,2025-02-10,P006,ブルーウェーブ パワフル洗剤【店頭】【期間限定】,2,800,1600
R000207,2025-03-11,P007,シンプルウェア ウォームインナーシャツ［半額セール］,3,1500,4500
R000208,2025-04-12,P008,ナチュラルスタイルオーガニックコットンシャツ[半額セール],4,2500,10000
R000209,2025-05-13,P009,スカイライン文具 イレーサブルペン【店頭】＜期間限定＞,5,100,500
R000210,2025-06-14,P010,ロボットフィギュア［半額セール］,1,3000,3000
R000211,2025-07-15,P011,アオゾラ電機BRIGHTVIEW43S32【半額セール】,2,70000,140000
R000212,2025-08-16,P012,サンシャイン製菓 ミルクチョコ【店頭】[閉店セール],3,150,450
R000213,2025-09-17,P013,フレッシュケア ソフティーナ［期間限定］,4,500,2000
R000214,2025-10-18,P014,ヤマトエアコンMSZ-GV3519＜半額セール＞,5,90000,450000
R000215,2025-11-19,P015,ハッピースイーツ チョコパイ【店頭】[期間限定],1,300,300
R000216,2025-12-20,P016,4Kスマートテレビ［半額セール］,2,80000,160000
R000217,2025-01-21,P017,フジヤマ電機4Kプﾛジェｸﾀｰ［期間限定］,3,130000,390000
R000218,2025-02-22,P018,サクラ電器 加湿器 HX-50【店頭】【期間限定】,4,15000,60000
R000219,2025-03-23,P019,スノーテック ワイヤレスヘッドホン WH-1000XM4[半額セール],5,90000,450000
R000220,2025-04-24,P020,フジヤマ電機掃除機ｍｃ－ｃｌ８８３（期間限定）,1,75000,75000
R000221,2025-05-25,P021,アオゾラ電機 ノンフロン冷蔵庫【店頭】【期間限定】,2,85000,170000
R000222,2025-06-26,P022,ドラム式洗濯機【閉店セール】,3,100000,300000
R000223,2025-07-27,P023,フジヤマ電機エアコンCS-XE＜期間限定＞,4,95000,380000
R000224,2025-08-28,P024,スノーテック デジﾀﾙｶﾒﾗ α7 III【店頭】【半額セール】,5,200000,1000000
R000225,2025-09-01,P025,プリズム光学 eos r6（期間限定）,1,230000,230000
R000226,2025-10-02,P026,デジタルスカイノートパソコンFMV[半額セール],2,80000,160000
R000227,2025-11-03,P027,テクノスフィア ValueBook【店頭】（期間限定）,3,85000,255000
R000228,2025-12-04,P028,OM-D E-M10［半額セール］,4,120000,480000
R000229,2025-01-05,P029,プリズム光学PIXMAiX6820[期間限定],5,25000,125000
R000230,2025-02-06,P030,プリントマスター エコタンク et-2750【店頭】＜期間限定＞,1,35000,35000
R000231,2025-03-07,P031,オフィスプロ ＩＭ Ｃ２００［期間限定］,2,40000,80000
R000232,2025-04-08,P032,テクノセラミックDS-300［期間限定］,3,45000,135000
R000233,2025-05-09,P033,ゆきだるま食品 一杯きつねうどん【店頭】【期間限定】,4,220,880
R000234,2025-06-10,P034,ゴールドプレミアム＜半額セール＞,5,500,2500
R000235,2025-07-11,P035,ヘルシー乳業 ヘルス1000＜期間限定＞,1,250,250
R000236,2025-08-12,P036,ホームキッチン カレールウ【店頭】＜期間限定＞,2,300,600
R000237,2025-09-13,P037,まるまる食品 こだわり麺［期間限定］,3,250,750
R000238,2025-10-14,P038,スマイル製菓スティックチョコ[期間限定],4,150,600
R000239,2025-11-15,P039,ドリーム製菓 プレミアムチョコ【店頭】【半額セール】,5,180,900
R000240,2025-12-16,P040,北国ラーメン（期間限定）,1,210,210
R000241,2025-01-17,P041,フレッシュベジトマトジュース＜期間限定＞,2,180,360
R000242,2025-02-18,P042,ソフトケア やさしいケア【店頭】【閉店セール】,3,350,1050
R000243,2025-03-19,P043,クリーンライフ クリーンウォッシュ洗剤[閉店セール],4,800,3200
R000244,2025-04-20,P044,ビューティーラボフローラルシャンプー[半額セール],5,1200,6000
R000245,2025-05-21,P045,ヘルスケアプラス リリーフシップ【店頭】[閉店セール],1,400,400
R000246,2025-06-22,P046,クールケア＜半額セール＞,2,500,1000
R000247,2025-07-23,P047,コスメラボハンドクリーム（期間限定）,3,700,2100
R000248,2025-08-24,P048,ブルーウェーブ やさしいケア 洗濯柔軟剤【店頭】＜期間限定＞,4,300,1200
R000249,2025-09-25,P049,シンプルウェア ジーンズ[期間限定],5,3000,15000
R000250,2025-10-26,P050,ナチュラルスタイルウールブレンドコート＜半額セール＞,1,5000,5000
R000251,2025-11-27,P051,シンプルウェア スウェットパーカー【店頭】[閉店セール],2,2500,5000
R000252,2025-12-28,P052,ﾘﾈﾝｼャﾂ（期間限定）,3,2800,8400
R000253,2025-01-01,P053,シンプルウェアストレッチジャケット【期間限定】,4,3500,14000
R000254,2025-02-02,P054,ベーシックウェア Tシャツ【店頭】（期間限定）,5,1200,6000
R000255,2025-03-03,P055,ナチュラルスタイル シンプルワンピース（期間限定）,1,4000,4000
R000256,2025-04-04,P056,スカイライン文具G2ジェルペン（期間限定）,2,150,300
R000257,2025-05-05,P057,ダイヤモンド文具 プロペンシル【店頭】（期間限定）,3,120,360
R000258,2025-06-06,P058,スタディノート［半額セール］,4,200,800
R000259,2025-07-07,P059,カラーラインハイライター（期間限定）,5,180,900
R000260,2025-08-08,P060,グリーンペンシル クリア消しゴム【店頭】（半額セール）,1,100,100
R000261,2025-09-09,P061,ペンマスター スムースジェル【半額セール】,2,180,360
R000262,2025-10-10,P062,スカイライン文具イレーサブルペン【半額セール】,3,130,390
R000263,2025-11-11,P063,ペンマスター シャープペンシル【店頭】【期間限定】,4,160,640
R000264,2025-12-12,P064,ボールペン[半額セール],5,150,750
R000265,2025-01-13,P065,オフィスプラスカラーペンセット【期間限定】,1,250,250
R000266,2025-02-14,P066,ワンダートイ トレインレール【店頭】（期間限定）,2,2800,5600
R000267,2025-03-15,P067,ファンタジートイ デジペット［期間限定］,3,1200,3600
R000268,2025-04-16,P068,ファンタジートイマスクヒーローフィギュア［半額セール］,4,3200,12800
R000269,2025-05-17,P069,ワンダートイ ミニカー【店頭】[半額セール],5,1500,7500
R000270,2025-06-18,P070,チェンジロボ[半額セール],1,3500,3500
R000271,2025-07-19,P071,ファンタジートイモンスターカード【半額セール】,2,500,1000
R000272,2025-08-20,P072,ファンタジートイ メカロボットフィギュア【店頭】（期間限定）,3,4000,12000
